spectrogram_path,label,split,machine_type
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0043_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_target_train_normal_0007_pro_B_vel_8_loc_F_seg9.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0492_pro_A_vel_12_loc_D_seg9.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0288_pro_A_vel_4_loc_C_seg9.npy,0,train,bearing
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg7.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg8.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0259_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0073_pro_A_vel_12_loc_A_seg9.npy,0,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg0.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg1.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg2.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg3.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg4.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg5.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg6.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg7.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg8.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0011_pro_A_vel_12_loc_H_seg9.npy,1,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0255_pro_A_vel_4_loc_C_seg9.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0086_pro_A_vel_12_loc_A_seg9.npy,0,train,bearing
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg7.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg8.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0823_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg7.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg8.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0184_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0059_pro_A_vel_4_loc_A_seg9.npy,0,train,bearing
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg7.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg8.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0852_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg7.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg8.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0193_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg7.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg8.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0937_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0285_pro_A_vel_4_loc_C_seg9.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0847_pro_B_vel_16_loc_C_seg9.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0529_pro_B_vel_8_loc_A_seg9.npy,0,train,bearing
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg7.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg8.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0257_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg0.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg1.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg2.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg3.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg4.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg5.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg6.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg7.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg8.npy,0,train,bearing
data\spectrograms\bearing\train\normal\section_00_source_train_normal_0644_pro_B_vel_8_loc_B_seg9.npy,0,train,bearing
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg0.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg1.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg2.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg3.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg4.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg5.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg6.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg7.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg8.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_source_test_anomaly_0001_noAttribute_seg9.npy,1,train,gearbox
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg0.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg1.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg2.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg3.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg4.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg5.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg6.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg7.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg8.npy,1,train,bearing
data\spectrograms\bearing\train\anomaly\section_00_target_test_anomaly_0023_pro_A_vel_12_loc_G_seg9.npy,1,train,bearing
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg7.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg8.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0347_noAttribute_seg9.npy,0,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg0.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg1.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg2.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg3.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg4.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg5.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg6.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg7.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg8.npy,1,train,gearbox
data\spectrograms\gearbox\train\anomaly\section_00_target_test_anomaly_0018_noAttribute_seg9.npy,1,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0794_noAttribute_seg0.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0794_noAttribute_seg1.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0794_noAttribute_seg2.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0794_noAttribute_seg3.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0794_noAttribute_seg4.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0794_noAttribute_seg5.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0794_noAttribute_seg6.npy,0,train,gearbox
data\spectrograms\gearbox\train\normal\section_00_source_train_normal_0794_noAttribute_seg7.npy,0,train,gearbox
